Unnamed: 0,nombre1,nombre2,apellido1,apellido2,genero,edad,id,voto,email,password
676,Valeria ,Elizabeth,Rubio,Estrada,Mujer,27,677,4.0,valeria rubio677@urcmac.edu.mx,rubiovaleria 677
677,Gloria,Arely,Salazar,Estrada,Mujer,28,678,1.0,gloriasalazar678@urcmac.edu.mx,salazargloria678
678,Valeria ,Elizabeth,Tolentino,Hernandez,Mujer,20,679,5.0,valeria tolentino679@urcmac.edu.mx,tolentinovaleria 679
679,Valeria ,Elizabeth,Garcia,Hernandez,Mujer,20,680,1.0,valeria garcia680@urcmac.edu.mx,garciavaleria 680
680,Gloria,Arely,Ruiz,Espinosa,Mujer,20,681,1.0,gloriaruiz681@urcmac.edu.mx,ruizgloria681
681,Laura,Elizabeth,Salazar,Espinosa,Mujer,24,682,4.0,laurasalazar682@urcmac.edu.mx,salazarlaura682
682,Valeria,Elizabeth,Tolentino,Hernandez,Mujer,20,683,4.0,valeriatolentino683@urcmac.edu.mx,tolentinovaleria683
683,Valeria ,Urania,Salazar,Hernandez,Mujer,29,684,5.0,valeria salazar684@urcmac.edu.mx,salazarvaleria 684
684,Valeria,Elizabeth,Garcia,Hernandez,Mujer,20,685,5.0,valeriagarcia685@urcmac.edu.mx,garciavaleria685
685,Valeria,Arely,Rubio,Espinosa,Mujer,26,686,4.0,valeriarubio686@urcmac.edu.mx,rubiovaleria686
686,Carmen,Arely,Tolentino,Sanchez,Mujer,23,687,2.0,carmentolentino687@urcmac.edu.mx,tolentinocarmen687
687,Laura,,Garcia,Espinosa,Mujer,30,688,1.0,lauragarcia688@urcmac.edu.mx,garcialaura688
688,Gloria,Elizabeth,Rubio,Hernandez,Mujer,25,689,5.0,gloriarubio689@urcmac.edu.mx,rubiogloria689
689,Carmen,Elizabeth,Tolentino,Espinosa,Mujer,30,690,3.0,carmentolentino690@urcmac.edu.mx,tolentinocarmen690
690,Carmen,Elizabeth,Garcia,Espinosa,Mujer,24,691,1.0,carmengarcia691@urcmac.edu.mx,garciacarmen691
691,Valeria,,Salazar,Hernandez,Mujer,28,692,4.0,valeriasalazar692@urcmac.edu.mx,salazarvaleria692
692,Valeria,Arely,Rubio,Marinez,Mujer,25,693,2.0,valeriarubio693@urcmac.edu.mx,rubiovaleria693
693,Carmen,Urania,Salazar,Espinosa,Mujer,23,694,2.0,carmensalazar694@urcmac.edu.mx,salazarcarmen694
694,Carmen,Elizabeth,Garcia,Marinez,Mujer,22,695,4.0,carmengarcia695@urcmac.edu.mx,garciacarmen695
695,Gloria,Arely,Tolentino,Estrada,Mujer,27,696,5.0,gloriatolentino696@urcmac.edu.mx,tolentinogloria696
696,Gloria,,Salazar,Sanchez,Mujer,22,697,2.0,gloriasalazar697@urcmac.edu.mx,salazargloria697
697,Valeria ,Urania,Tolentino,Marinez,Mujer,20,698,3.0,valeria tolentino698@urcmac.edu.mx,tolentinovaleria 698
698,Carmen,,Rubio,Sanchez,Mujer,30,699,2.0,carmenrubio699@urcmac.edu.mx,rubiocarmen699
699,Valeria,Urania,Tolentino,Marinez,Mujer,26,700,2.0,valeriatolentino700@urcmac.edu.mx,tolentinovaleria700
700,Laura,,Ruiz,Espinosa,Mujer,25,701,4.0,lauraruiz701@urcmac.edu.mx,ruizlaura701
701,Laura,Arely,Rubio,Estrada,Mujer,25,702,1.0,laurarubio702@urcmac.edu.mx,rubiolaura702
702,Valeria,Urania,Garcia,Hernandez,Mujer,27,703,4.0,valeriagarcia703@urcmac.edu.mx,garciavaleria703
703,Gloria,Elizabeth,Tolentino,Espinosa,Mujer,30,704,1.0,gloriatolentino704@urcmac.edu.mx,tolentinogloria704
704,Laura,Arely,Garcia,Hernandez,Mujer,23,705,3.0,lauragarcia705@urcmac.edu.mx,garcialaura705
705,Valeria ,Arely,Salazar,Sanchez,Mujer,22,706,3.0,valeria salazar706@urcmac.edu.mx,salazarvaleria 706
706,Carmen,,Salazar,Sanchez,Mujer,26,707,1.0,carmensalazar707@urcmac.edu.mx,salazarcarmen707
707,Laura,Urania,Ruiz,Sanchez,Mujer,30,708,1.0,lauraruiz708@urcmac.edu.mx,ruizlaura708
708,Valeria,Elizabeth,Rubio,Estrada,Mujer,21,709,2.0,valeriarubio709@urcmac.edu.mx,rubiovaleria709
709,Valeria,Arely,Tolentino,Sanchez,Mujer,27,710,2.0,valeriatolentino710@urcmac.edu.mx,tolentinovaleria710
710,Gloria,,Rubio,Hernandez,Mujer,21,711,1.0,gloriarubio711@urcmac.edu.mx,rubiogloria711
711,Gloria,Elizabeth,Tolentino,Marinez,Mujer,24,712,5.0,gloriatolentino712@urcmac.edu.mx,tolentinogloria712
712,Laura,Urania,Garcia,Hernandez,Mujer,26,713,1.0,lauragarcia713@urcmac.edu.mx,garcialaura713
713,Gloria,Urania,Ruiz,Estrada,Mujer,26,714,4.0,gloriaruiz714@urcmac.edu.mx,ruizgloria714
714,Gloria,Urania,Salazar,Marinez,Mujer,25,715,4.0,gloriasalazar715@urcmac.edu.mx,salazargloria715
715,Valeria ,Elizabeth,Salazar,Estrada,Mujer,29,716,5.0,valeria salazar716@urcmac.edu.mx,salazarvaleria 716
716,Valeria ,Arely,Rubio,Hernandez,Mujer,21,717,3.0,valeria rubio717@urcmac.edu.mx,rubiovaleria 717
717,Valeria ,Elizabeth,Ruiz,Sanchez,Mujer,28,718,5.0,valeria ruiz718@urcmac.edu.mx,ruizvaleria 718
718,Valeria ,,Garcia,Estrada,Mujer,27,719,2.0,valeria garcia719@urcmac.edu.mx,garciavaleria 719
719,Laura,,Tolentino,Estrada,Mujer,21,720,4.0,lauratolentino720@urcmac.edu.mx,tolentinolaura720
720,Valeria,Arely,Salazar,Espinosa,Mujer,24,721,2.0,valeriasalazar721@urcmac.edu.mx,salazarvaleria721
721,Laura,Arely,Ruiz,Hernandez,Mujer,29,722,2.0,lauraruiz722@urcmac.edu.mx,ruizlaura722
722,Carmen,Arely,Salazar,Espinosa,Mujer,24,723,3.0,carmensalazar723@urcmac.edu.mx,salazarcarmen723
723,Carmen,Arely,Rubio,Espinosa,Mujer,20,724,4.0,carmenrubio724@urcmac.edu.mx,rubiocarmen724
724,Carmen,Elizabeth,Rubio,Sanchez,Mujer,29,725,4.0,carmenrubio725@urcmac.edu.mx,rubiocarmen725
725,Carmen,Arely,Salazar,Marinez,Mujer,29,726,3.0,carmensalazar726@urcmac.edu.mx,salazarcarmen726
726,Carmen,Arely,Rubio,Marinez,Mujer,23,727,1.0,carmenrubio727@urcmac.edu.mx,rubiocarmen727
727,Carmen,Arely,Tolentino,Hernandez,Mujer,30,728,2.0,carmentolentino728@urcmac.edu.mx,tolentinocarmen728
728,Valeria ,Arely,Tolentino,Espinosa,Mujer,24,729,1.0,valeria tolentino729@urcmac.edu.mx,tolentinovaleria 729
729,Gloria,Arely,Garcia,Estrada,Mujer,20,730,1.0,gloriagarcia730@urcmac.edu.mx,garciagloria730
730,Valeria ,Urania,Ruiz,Sanchez,Mujer,30,731,2.0,valeria ruiz731@urcmac.edu.mx,ruizvaleria 731
731,Laura,Urania,Rubio,Estrada,Mujer,25,732,3.0,laurarubio732@urcmac.edu.mx,rubiolaura732
732,Valeria,,Tolentino,Espinosa,Mujer,22,733,3.0,valeriatolentino733@urcmac.edu.mx,tolentinovaleria733
733,Valeria,Urania,Ruiz,Sanchez,Mujer,20,734,5.0,valeriaruiz734@urcmac.edu.mx,ruizvaleria734
734,Carmen,Arely,Ruiz,Estrada,Mujer,29,735,3.0,carmenruiz735@urcmac.edu.mx,ruizcarmen735
735,Valeria ,Arely,Tolentino,Marinez,Mujer,28,736,1.0,valeria tolentino736@urcmac.edu.mx,tolentinovaleria 736
736,Laura,Elizabeth,Tolentino,Estrada,Mujer,29,737,5.0,lauratolentino737@urcmac.edu.mx,tolentinolaura737
737,Carmen,Elizabeth,Ruiz,Espinosa,Mujer,20,738,1.0,carmenruiz738@urcmac.edu.mx,ruizcarmen738
738,Valeria,,Tolentino,Marinez,Mujer,24,739,4.0,valeriatolentino739@urcmac.edu.mx,tolentinovaleria739
739,Valeria,,Garcia,Marinez,Mujer,27,740,3.0,valeriagarcia740@urcmac.edu.mx,garciavaleria740
740,Valeria,Elizabeth,Salazar,Estrada,Mujer,27,741,4.0,valeriasalazar741@urcmac.edu.mx,salazarvaleria741
741,Gloria,,Salazar,Hernandez,Mujer,22,742,2.0,gloriasalazar742@urcmac.edu.mx,salazargloria742
742,Gloria,Arely,Rubio,Marinez,Mujer,24,743,4.0,gloriarubio743@urcmac.edu.mx,rubiogloria743
743,Gloria,Elizabeth,Ruiz,Sanchez,Mujer,30,744,5.0,gloriaruiz744@urcmac.edu.mx,ruizgloria744
744,Carmen,Elizabeth,Ruiz,Marinez,Mujer,23,745,4.0,carmenruiz745@urcmac.edu.mx,ruizcarmen745
745,Valeria ,Arely,Salazar,Hernandez,Mujer,26,746,3.0,valeria salazar746@urcmac.edu.mx,salazarvaleria 746
746,Gloria,Arely,Ruiz,Estrada,Mujer,23,747,5.0,gloriaruiz747@urcmac.edu.mx,ruizgloria747
747,Carmen,,Salazar,Hernandez,Mujer,22,748,1.0,carmensalazar748@urcmac.edu.mx,salazarcarmen748
748,Gloria,,Garcia,Sanchez,Mujer,21,749,4.0,gloriagarcia749@urcmac.edu.mx,garciagloria749
749,Laura,Elizabeth,Ruiz,Espinosa,Mujer,30,750,4.0,lauraruiz750@urcmac.edu.mx,ruizlaura750
750,Valeria ,,Rubio,Marinez,Mujer,28,751,3.0,valeria rubio751@urcmac.edu.mx,rubiovaleria 751
751,Laura,,Garcia,Estrada,Mujer,24,752,4.0,lauragarcia752@urcmac.edu.mx,garcialaura752
752,Valeria ,,Salazar,Espinosa,Mujer,28,753,2.0,valeria salazar753@urcmac.edu.mx,salazarvaleria 753
753,Valeria,Arely,Tolentino,Hernandez,Mujer,22,754,2.0,valeriatolentino754@urcmac.edu.mx,tolentinovaleria754
754,Carmen,Elizabeth,Tolentino,Estrada,Mujer,26,755,2.0,carmentolentino755@urcmac.edu.mx,tolentinocarmen755
755,Gloria,Urania,Tolentino,Espinosa,Mujer,29,756,3.0,gloriatolentino756@urcmac.edu.mx,tolentinogloria756
756,Carmen,Elizabeth,Salazar,Sanchez,Mujer,29,757,3.0,carmensalazar757@urcmac.edu.mx,salazarcarmen757
757,Gloria,Urania,Garcia,Espinosa,Mujer,24,758,4.0,gloriagarcia758@urcmac.edu.mx,garciagloria758
758,Carmen,,Garcia,Sanchez,Mujer,30,759,5.0,carmengarcia759@urcmac.edu.mx,garciacarmen759
759,Carmen,Urania,Ruiz,Espinosa,Mujer,25,760,5.0,carmenruiz760@urcmac.edu.mx,ruizcarmen760
760,Gloria,,Tolentino,Hernandez,Mujer,26,761,2.0,gloriatolentino761@urcmac.edu.mx,tolentinogloria761
761,Valeria ,,Salazar,Marinez,Mujer,24,762,4.0,valeria salazar762@urcmac.edu.mx,salazarvaleria 762
762,Valeria,Urania,Salazar,Estrada,Mujer,21,763,2.0,valeriasalazar763@urcmac.edu.mx,salazarvaleria763
763,Laura,,Rubio,Hernandez,Mujer,26,764,3.0,laurarubio764@urcmac.edu.mx,rubiolaura764
764,Gloria,Urania,Garcia,Marinez,Mujer,27,765,3.0,gloriagarcia765@urcmac.edu.mx,garciagloria765
765,Gloria,,Ruiz,Sanchez,Mujer,20,766,5.0,gloriaruiz766@urcmac.edu.mx,ruizgloria766
766,Carmen,Elizabeth,Rubio,Hernandez,Mujer,25,767,2.0,carmenrubio767@urcmac.edu.mx,rubiocarmen767
767,Valeria,,Rubio,Sanchez,Mujer,28,768,2.0,valeriarubio768@urcmac.edu.mx,rubiovaleria768
768,Laura,Urania,Salazar,Estrada,Mujer,21,769,3.0,laurasalazar769@urcmac.edu.mx,salazarlaura769
769,Valeria ,Elizabeth,Rubio,Espinosa,Mujer,21,770,5.0,valeria rubio770@urcmac.edu.mx,rubiovaleria 770
770,Valeria ,Arely,Ruiz,Sanchez,Mujer,23,771,3.0,valeria ruiz771@urcmac.edu.mx,ruizvaleria 771
771,Valeria ,Arely,Garcia,Marinez,Mujer,30,772,1.0,valeria garcia772@urcmac.edu.mx,garciavaleria 772
772,Carmen,Urania,Tolentino,Estrada,Mujer,27,773,1.0,carmentolentino773@urcmac.edu.mx,tolentinocarmen773
773,Valeria ,Elizabeth,Rubio,Marinez,Mujer,30,774,2.0,valeria rubio774@urcmac.edu.mx,rubiovaleria 774
774,Laura,Elizabeth,Garcia,Estrada,Mujer,27,775,5.0,lauragarcia775@urcmac.edu.mx,garcialaura775
775,Gloria,Arely,Salazar,Marinez,Mujer,22,776,4.0,gloriasalazar776@urcmac.edu.mx,salazargloria776
776,Valeria ,Urania,Ruiz,Hernandez,Mujer,23,777,1.0,valeria ruiz777@urcmac.edu.mx,ruizvaleria 777
777,Laura,Arely,Tolentino,Sanchez,Mujer,29,778,5.0,lauratolentino778@urcmac.edu.mx,tolentinolaura778
778,Valeria,Urania,Ruiz,Hernandez,Mujer,26,779,4.0,valeriaruiz779@urcmac.edu.mx,ruizvaleria779
779,Valeria,Arely,Ruiz,Espinosa,Mujer,21,780,5.0,valeriaruiz780@urcmac.edu.mx,ruizvaleria780
780,Gloria,Arely,Tolentino,Espinosa,Mujer,21,781,4.0,gloriatolentino781@urcmac.edu.mx,tolentinogloria781
781,Gloria,Elizabeth,Ruiz,Hernandez,Mujer,25,782,1.0,gloriaruiz782@urcmac.edu.mx,ruizgloria782
782,Laura,Arely,Rubio,Espinosa,Mujer,29,783,1.0,laurarubio783@urcmac.edu.mx,rubiolaura783
783,Gloria,,Rubio,Estrada,Mujer,29,784,5.0,gloriarubio784@urcmac.edu.mx,rubiogloria784
784,Valeria ,Elizabeth,Tolentino,Sanchez,Mujer,28,785,4.0,valeria tolentino785@urcmac.edu.mx,tolentinovaleria 785
785,Valeria ,,Ruiz,Estrada,Mujer,27,786,5.0,valeria ruiz786@urcmac.edu.mx,ruizvaleria 786
786,Gloria,Arely,Tolentino,Marinez,Mujer,22,787,5.0,gloriatolentino787@urcmac.edu.mx,tolentinogloria787
787,Gloria,,Garcia,Hernandez,Mujer,26,788,4.0,gloriagarcia788@urcmac.edu.mx,garciagloria788
788,Carmen,Elizabeth,Salazar,Hernandez,Mujer,21,789,2.0,carmensalazar789@urcmac.edu.mx,salazarcarmen789
789,Carmen,,Ruiz,Sanchez,Mujer,20,790,5.0,carmenruiz790@urcmac.edu.mx,ruizcarmen790
790,Carmen,,Tolentino,Marinez,Mujer,25,791,2.0,carmentolentino791@urcmac.edu.mx,tolentinocarmen791
791,Valeria,,Salazar,Sanchez,Mujer,25,792,4.0,valeriasalazar792@urcmac.edu.mx,salazarvaleria792
792,Valeria ,Elizabeth,Salazar,Espinosa,Mujer,20,793,2.0,valeria salazar793@urcmac.edu.mx,salazarvaleria 793
793,Carmen,,Garcia,Hernandez,Mujer,21,794,1.0,carmengarcia794@urcmac.edu.mx,garciacarmen794
794,Valeria,Elizabeth,Rubio,Marinez,Mujer,23,795,2.0,valeriarubio795@urcmac.edu.mx,rubiovaleria795
795,Valeria ,,Garcia,Espinosa,Mujer,24,796,5.0,valeria garcia796@urcmac.edu.mx,garciavaleria 796
796,Laura,,Tolentino,Espinosa,Mujer,24,797,5.0,lauratolentino797@urcmac.edu.mx,tolentinolaura797
797,Gloria,Urania,Ruiz,Marinez,Mujer,25,798,2.0,gloriaruiz798@urcmac.edu.mx,ruizgloria798
798,Carmen,Elizabeth,Garcia,Sanchez,Mujer,29,799,1.0,carmengarcia799@urcmac.edu.mx,garciacarmen799
799,Valeria ,Elizabeth,Salazar,Marinez,Mujer,24,800,3.0,valeria salazar800@urcmac.edu.mx,salazarvaleria 800
800,Carmen,Urania,Garcia,Estrada,Mujer,25,801,5.0,carmengarcia801@urcmac.edu.mx,garciacarmen801
801,Valeria,Elizabeth,Ruiz,Estrada,Mujer,22,802,3.0,valeriaruiz802@urcmac.edu.mx,ruizvaleria802
802,Gloria,,Ruiz,Hernandez,Mujer,25,803,5.0,gloriaruiz803@urcmac.edu.mx,ruizgloria803
803,Valeria ,Urania,Tolentino,Sanchez,Mujer,28,804,5.0,valeria tolentino804@urcmac.edu.mx,tolentinovaleria 804
804,Valeria ,,Garcia,Marinez,Mujer,23,805,2.0,valeria garcia805@urcmac.edu.mx,garciavaleria 805
805,Laura,,Tolentino,Marinez,Mujer,28,806,1.0,lauratolentino806@urcmac.edu.mx,tolentinolaura806
806,Valeria,Urania,Tolentino,Sanchez,Mujer,30,807,2.0,valeriatolentino807@urcmac.edu.mx,tolentinovaleria807
807,Carmen,Arely,Tolentino,Estrada,Mujer,27,808,1.0,carmentolentino808@urcmac.edu.mx,tolentinocarmen808
808,Carmen,Arely,Garcia,Estrada,Mujer,27,809,3.0,carmengarcia809@urcmac.edu.mx,garciacarmen809
809,Gloria,Urania,Rubio,Sanchez,Mujer,22,810,4.0,gloriarubio810@urcmac.edu.mx,rubiogloria810
810,Valeria ,Arely,Ruiz,Hernandez,Mujer,23,811,1.0,valeria ruiz811@urcmac.edu.mx,ruizvaleria 811
811,Laura,Elizabeth,Ruiz,Estrada,Mujer,26,812,5.0,lauraruiz812@urcmac.edu.mx,ruizlaura812
812,Laura,Urania,Tolentino,Sanchez,Mujer,29,813,5.0,lauratolentino813@urcmac.edu.mx,tolentinolaura813
813,Gloria,Elizabeth,Tolentino,Sanchez,Mujer,22,814,3.0,gloriatolentino814@urcmac.edu.mx,tolentinogloria814
814,Gloria,Arely,Garcia,Espinosa,Mujer,29,815,3.0,gloriagarcia815@urcmac.edu.mx,garciagloria815
815,Gloria,Elizabeth,Garcia,Sanchez,Mujer,29,816,3.0,gloriagarcia816@urcmac.edu.mx,garciagloria816
816,Laura,Urania,Rubio,Espinosa,Mujer,29,817,1.0,laurarubio817@urcmac.edu.mx,rubiolaura817
817,Laura,Arely,Tolentino,Hernandez,Mujer,28,818,2.0,lauratolentino818@urcmac.edu.mx,tolentinolaura818
818,Gloria,Urania,Tolentino,Estrada,Mujer,20,819,2.0,gloriatolentino819@urcmac.edu.mx,tolentinogloria819
819,Laura,Arely,Salazar,Espinosa,Mujer,24,820,3.0,laurasalazar820@urcmac.edu.mx,salazarlaura820
820,Gloria,Urania,Salazar,Sanchez,Mujer,23,821,1.0,gloriasalazar821@urcmac.edu.mx,salazargloria821
821,Carmen,Arely,Ruiz,Espinosa,Mujer,23,822,3.0,carmenruiz822@urcmac.edu.mx,ruizcarmen822
822,Carmen,Urania,Ruiz,Estrada,Mujer,23,823,5.0,carmenruiz823@urcmac.edu.mx,ruizcarmen823
823,Gloria,,Salazar,Estrada,Mujer,23,824,2.0,gloriasalazar824@urcmac.edu.mx,salazargloria824
824,Carmen,,Rubio,Estrada,Mujer,26,825,1.0,carmenrubio825@urcmac.edu.mx,rubiocarmen825
825,Laura,Elizabeth,Tolentino,Espinosa,Mujer,23,826,5.0,lauratolentino826@urcmac.edu.mx,tolentinolaura826
826,Gloria,Arely,Garcia,Marinez,Mujer,22,827,5.0,gloriagarcia827@urcmac.edu.mx,garciagloria827
827,Valeria ,,Tolentino,Hernandez,Mujer,26,828,4.0,valeria tolentino828@urcmac.edu.mx,tolentinovaleria 828
828,Laura,Urania,Rubio,Marinez,Mujer,23,829,4.0,laurarubio829@urcmac.edu.mx,rubiolaura829
829,Valeria,Elizabeth,Salazar,Espinosa,Mujer,22,830,5.0,valeriasalazar830@urcmac.edu.mx,salazarvaleria830
830,Laura,Urania,Ruiz,Estrada,Mujer,23,831,5.0,lauraruiz831@urcmac.edu.mx,ruizlaura831
831,Valeria,Arely,Tolentino,Estrada,Mujer,30,832,4.0,valeriatolentino832@urcmac.edu.mx,tolentinovaleria832
832,Valeria,Arely,Garcia,Estrada,Mujer,24,833,5.0,valeriagarcia833@urcmac.edu.mx,garciavaleria833
833,Valeria,Elizabeth,Salazar,Marinez,Mujer,26,834,5.0,valeriasalazar834@urcmac.edu.mx,salazarvaleria834
834,Valeria ,Elizabeth,Ruiz,Estrada,Mujer,28,835,3.0,valeria ruiz835@urcmac.edu.mx,ruizvaleria 835
835,Gloria,Arely,Ruiz,Marinez,Mujer,21,836,5.0,gloriaruiz836@urcmac.edu.mx,ruizgloria836
836,Laura,Elizabeth,Salazar,Marinez,Mujer,27,837,2.0,laurasalazar837@urcmac.edu.mx,salazarlaura837
837,Carmen,,Ruiz,Hernandez,Mujer,29,838,3.0,carmenruiz838@urcmac.edu.mx,ruizcarmen838
838,Valeria ,Urania,Garcia,Sanchez,Mujer,23,839,1.0,valeria garcia839@urcmac.edu.mx,garciavaleria 839
839,Laura,,Garcia,Marinez,Mujer,29,840,1.0,lauragarcia840@urcmac.edu.mx,garcialaura840
840,Valeria,Urania,Salazar,Espinosa,Mujer,23,841,2.0,valeriasalazar841@urcmac.edu.mx,salazarvaleria841
841,Valeria ,Arely,Tolentino,Sanchez,Mujer,21,842,5.0,valeria tolentino842@urcmac.edu.mx,tolentinovaleria 842
842,Valeria,Urania,Rubio,Espinosa,Mujer,20,843,3.0,valeriarubio843@urcmac.edu.mx,rubiovaleria843
843,Carmen,Elizabeth,Tolentino,Marinez,Mujer,21,844,2.0,carmentolentino844@urcmac.edu.mx,tolentinocarmen844
844,Valeria,Arely,Ruiz,Estrada,Mujer,24,845,5.0,valeriaruiz845@urcmac.edu.mx,ruizvaleria845
845,Carmen,Urania,Salazar,Marinez,Mujer,27,846,3.0,carmensalazar846@urcmac.edu.mx,salazarcarmen846
846,Carmen,Elizabeth,Garcia,Hernandez,Mujer,23,847,5.0,carmengarcia847@urcmac.edu.mx,garciacarmen847
847,Valeria,,Garcia,Sanchez,Mujer,26,848,1.0,valeriagarcia848@urcmac.edu.mx,garciavaleria848
848,Valeria ,Elizabeth,Garcia,Espinosa,Mujer,24,849,5.0,valeria garcia849@urcmac.edu.mx,garciavaleria 849
849,Gloria,Arely,Rubio,Sanchez,Mujer,28,850,3.0,gloriarubio850@urcmac.edu.mx,rubiogloria850
850,Valeria ,Urania,Tolentino,Hernandez,Mujer,28,851,4.0,valeria tolentino851@urcmac.edu.mx,tolentinovaleria 851
851,Valeria,Urania,Salazar,Marinez,Mujer,26,852,3.0,valeriasalazar852@urcmac.edu.mx,salazarvaleria852
852,Valeria,Elizabeth,Garcia,Espinosa,Mujer,24,853,3.0,valeriagarcia853@urcmac.edu.mx,garciavaleria853
853,Laura,Urania,Salazar,Espinosa,Mujer,26,854,3.0,laurasalazar854@urcmac.edu.mx,salazarlaura854
854,Valeria,Urania,Tolentino,Hernandez,Mujer,29,855,2.0,valeriatolentino855@urcmac.edu.mx,tolentinovaleria855
855,Carmen,Elizabeth,Ruiz,Sanchez,Mujer,20,856,5.0,carmenruiz856@urcmac.edu.mx,ruizcarmen856
856,Gloria,Urania,Rubio,Hernandez,Mujer,21,857,2.0,gloriarubio857@urcmac.edu.mx,rubiogloria857
857,Laura,,Ruiz,Marinez,Mujer,25,858,3.0,lauraruiz858@urcmac.edu.mx,ruizlaura858
858,Carmen,Urania,Tolentino,Espinosa,Mujer,21,859,2.0,carmentolentino859@urcmac.edu.mx,tolentinocarmen859
859,Laura,Urania,Salazar,Marinez,Mujer,28,860,3.0,laurasalazar860@urcmac.edu.mx,salazarlaura860
860,Laura,Elizabeth,Garcia,Espinosa,Mujer,26,861,4.0,lauragarcia861@urcmac.edu.mx,garcialaura861
861,Valeria ,,Rubio,Sanchez,Mujer,24,862,2.0,valeria rubio862@urcmac.edu.mx,rubiovaleria 862
862,Laura,Urania,Tolentino,Hernandez,Mujer,29,863,4.0,lauratolentino863@urcmac.edu.mx,tolentinolaura863
863,Gloria,Elizabeth,Tolentino,Hernandez,Mujer,26,864,5.0,gloriatolentino864@urcmac.edu.mx,tolentinogloria864
864,Gloria,Elizabeth,Garcia,Hernandez,Mujer,21,865,3.0,gloriagarcia865@urcmac.edu.mx,garciagloria865
865,Gloria,Urania,Salazar,Hernandez,Mujer,30,866,4.0,gloriasalazar866@urcmac.edu.mx,salazargloria866
866,Valeria,,Ruiz,Sanchez,Mujer,22,867,5.0,valeriaruiz867@urcmac.edu.mx,ruizvaleria867
867,Carmen,Urania,Tolentino,Marinez,Mujer,28,868,4.0,carmentolentino868@urcmac.edu.mx,tolentinocarmen868
868,Gloria,,Tolentino,Sanchez,Mujer,25,869,5.0,gloriatolentino869@urcmac.edu.mx,tolentinogloria869
869,Valeria ,,Tolentino,Estrada,Mujer,26,870,5.0,valeria tolentino870@urcmac.edu.mx,tolentinovaleria 870
870,Laura,Elizabeth,Garcia,Marinez,Mujer,27,871,4.0,lauragarcia871@urcmac.edu.mx,garcialaura871
871,Valeria ,,Salazar,Sanchez,Mujer,20,872,5.0,valeria salazar872@urcmac.edu.mx,salazarvaleria 872
872,Laura,,Rubio,Sanchez,Mujer,23,873,4.0,laurarubio873@urcmac.edu.mx,rubiolaura873
873,Valeria,Arely,Salazar,Marinez,Mujer,22,874,1.0,valeriasalazar874@urcmac.edu.mx,salazarvaleria874
874,Gloria,,Rubio,Espinosa,Mujer,23,875,4.0,gloriarubio875@urcmac.edu.mx,rubiogloria875
875,Valeria ,,Ruiz,Espinosa,Mujer,24,876,4.0,valeria ruiz876@urcmac.edu.mx,ruizvaleria 876
876,Laura,Urania,Garcia,Espinosa,Mujer,27,877,2.0,lauragarcia877@urcmac.edu.mx,garcialaura877
877,Carmen,Arely,Salazar,Hernandez,Mujer,29,878,2.0,carmensalazar878@urcmac.edu.mx,salazarcarmen878
878,Valeria ,Arely,Garcia,Sanchez,Mujer,22,879,4.0,valeria garcia879@urcmac.edu.mx,garciavaleria 879
879,Valeria ,Arely,Rubio,Espinosa,Mujer,26,880,1.0,valeria rubio880@urcmac.edu.mx,rubiovaleria 880
880,Valeria ,Elizabeth,Rubio,Sanchez,Mujer,25,881,3.0,valeria rubio881@urcmac.edu.mx,rubiovaleria 881
881,Gloria,,Rubio,Marinez,Mujer,24,882,1.0,gloriarubio882@urcmac.edu.mx,rubiogloria882
882,Valeria ,Urania,Rubio,Estrada,Mujer,23,883,2.0,valeria rubio883@urcmac.edu.mx,rubiovaleria 883
883,Valeria ,,Ruiz,Marinez,Mujer,25,884,5.0,valeria ruiz884@urcmac.edu.mx,ruizvaleria 884
884,Gloria,Arely,Salazar,Sanchez,Mujer,24,885,1.0,gloriasalazar885@urcmac.edu.mx,salazargloria885
885,Laura,Arely,Salazar,Estrada,Mujer,22,886,5.0,laurasalazar886@urcmac.edu.mx,salazarlaura886
886,Valeria ,Urania,Garcia,Hernandez,Mujer,27,887,1.0,valeria garcia887@urcmac.edu.mx,garciavaleria 887
887,Laura,Arely,Ruiz,Espinosa,Mujer,23,888,3.0,lauraruiz888@urcmac.edu.mx,ruizlaura888
888,Valeria ,Arely,Tolentino,Hernandez,Mujer,26,889,3.0,valeria tolentino889@urcmac.edu.mx,tolentinovaleria 889
889,Valeria,,Rubio,Estrada,Mujer,23,890,1.0,valeriarubio890@urcmac.edu.mx,rubiovaleria890
890,Valeria,,Tolentino,Hernandez,Mujer,22,891,3.0,valeriatolentino891@urcmac.edu.mx,tolentinovaleria891
891,Valeria,,Garcia,Hernandez,Mujer,23,892,4.0,valeriagarcia892@urcmac.edu.mx,garciavaleria892
892,Gloria,Elizabeth,Salazar,Estrada,Mujer,25,893,2.0,gloriasalazar893@urcmac.edu.mx,salazargloria893
893,Valeria,Elizabeth,Ruiz,Espinosa,Mujer,20,894,5.0,valeriaruiz894@urcmac.edu.mx,ruizvaleria894
894,Carmen,Urania,Garcia,Espinosa,Mujer,30,895,1.0,carmengarcia895@urcmac.edu.mx,garciacarmen895
895,Gloria,Arely,Rubio,Hernandez,Mujer,27,896,5.0,gloriarubio896@urcmac.edu.mx,rubiogloria896
